Device_Name,Energy_Consumption_kWh,Recycled_Percentage,RoHS_Compliant,Screen_Size_Inch,Weight_Kg,RAM_GB,Storage_GB,CPU_Score,Eco_Score
Galaxy Chromebook 2 360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Chromebook 2 360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Chromebook 2 360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Chromebook 2 360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Chromebook 2 360,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Chromebook Plus (55*XGA),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Note20 Ultra (SM-N986B),26.49025,0.0,1.0,14.0,0.304,12.0,256.0,2,3.0
Galaxy S20 FE (SM-G781B),26.49025,0.0,1.0,14.0,0.253,6.0,128.0,2,3.0
Galaxy S24 FE (SM-S721U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S24 (SM-S921U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S24+ (SM-S926U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S24 Ultra (SM-S928U). ,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S25 Edge (SM-S937U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S25 FE (SM-S731U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S25 (SM-S931U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S25+ (SM-S936U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy S25 Ultra (SM-S938U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab A11+ 5G (SM-X236B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab A11+ 5G (SM-X238U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab A11+ 5G (SM-X238U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab A11+ WIFI (SM-X230),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A8,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A9+ (SM-X210),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A9+ (SM-X218U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A9+ (SM-X218U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab A9+ (SM-X218U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active4 Pro(SM-T638U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
Galaxy Tab Active Pro (SM-T545),26.49025,0.0,1.0,10.1,0.948,4.0,64.0,2,3.0
Galaxy Tab S10 FE 5G (SM-X526B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 FE 5G (SM-X526B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 FE 5G (SM-X526B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 FE+ 5G (SM-X626B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10 FE WIFI (SM-X520),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10 FE WIFI (SM-X520),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10 FE WIFI (SM-X520),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10 FE+ WIFI (SM-X620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10 Lite 5G (SM-X406B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Lite 5G (SM-X406B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Lite 5G (SM-X406B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Lite WIFI (SM-X400),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Lite WIFI (SM-X400),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Lite WIFI (SM-X400),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S10 Ultra WIFI (SM-X920),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10+ WIFI (SM-X820),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S10+ WIFI (SM-X820),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S11 5G (SM-X736B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S11 WIFI (SM-X730),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S6 Lite (SM-P620),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S7 (SM-T875),26.49025,0.0,1.0,10.9,0.574,6.0,128.0,2,3.0
Galaxy Tab S7+ (SM-T976B),26.49025,0.0,1.0,12.4,0.644,6.0,128.0,2,3.0
Galaxy Tab S9 5G (SM-X716B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 FE 5G (SM-X516B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 FE+ 5G (SM-X616B),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 FE WIFI (SM-X510),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 FE+ WIFI (SM-X610),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 WIFI (SM-X710),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy Tab S9 WIFI (SM-X710),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Galaxy XCover7 Pro (SM-G766U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Z Flip6 (SM-F741U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Z Flip7 FE (SM-F761U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Z Flip7 (SM-F766U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Z Fold3 (SM-F926B),26.49025,0.0,1.0,14.0,0.29,12.0,256.0,2,3.0
Galaxy Z Fold6 (SM-F956U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Galaxy Z Fold7 (SM-F966U),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
"GL2480,GL2480E,BL2483,BL2483T,BL2483TE (GL2480-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GL2480,GL2480E,BL2483,BL2483T,BL2483TE (GL2480-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GL2480,GL2480E,BL2483,BL2483TM,BL2483ME (GL2480-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GL2480,GL2480E,BL2483,BL2483TM,BL2483ME (GL2480-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GL2780,GL2780E,BL2783,BL2783E (GL2780-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GL2780,GL2780E,BL2783,BL2783E (GL2780-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GP-200,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GP-2000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GP-2600S,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
GP-300,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GP-4000,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GP-4600S,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
GP-6600S,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
GW2283,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2283,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2283,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2283E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2283E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2283E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2283,GW2283E (GW2280-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2283,GW2283E (GW2280-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2381,GW2381E (GW2381-L)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2381,GW2381E (GW2381-L)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2480,GW2480E,BL2480,GW2480L,GW2480EL,BL2480L (GW2480-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2480,GW2480E,BL2480,GW2480L,GW2480EL,BL2480L (GW2480-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2480,GW2480E,GW2480T,BL2480,BL2480T,GW2480L,GW2480EL,GW2480TL,BL2480L,BL2480TL (GW2480-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2480,GW2480E,GW2480T,BL2480,BL2480T,GW2480L,GW2480EL,GW2480TL,BL2480L,BL2480TL (GW2480-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2480T (GW2480-T),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2480T (GW2480-T),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2485TC,BL2485TC,GW2485TE (GW2485-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2485TC,BL2485TC,GW2485TE (GW2485-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2485TC,BL2485TC,GW2485TE (GW2485-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2486TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2486TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2486TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2490TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2491T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2780,GW2780E (GW2780-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2780,GW2780E (GW2780-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2780,GW2780E (GW2780-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2780,GW2780E (GW2780-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2780T (GW2780-T),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2780T (GW2780-T),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2785TC,BL2785TC,GW2785TE (GW2785-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2785TC,BL2785TC,GW2785TE (GW2785-B)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2786TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2786TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2786TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790C,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790CE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790Q,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2790QT,BL2790QT (GW2790-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2790QT,BL2790QT (GW2790-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW2790QT,BL2790QT (GW2790-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TC,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2790TE,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791E,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW2791T,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW3290QT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW3290QT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GW3290QT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
"GW3290QT,BL3290QT (GW3290-T)",26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,1.0
GX1020,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX2020,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX3020,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX4020,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX5120,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX5520X,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX6120,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX7120,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
GX7120X,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HC25,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HC55,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-EX415DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HL-EX470W,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-JF1,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2325DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2379DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2400D,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2420DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2460DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2460DWXL,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2465DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2480DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L2865DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L3220CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L3280CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L3295CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L3300CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L5210DN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L5210DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L5210DWT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L5215DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6210DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6210DWT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6217DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6310DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6400DWX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L6415DW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HL-L6415DWT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L8245CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L8430CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HL-L8430CDWT,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HL-L8570CDW,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HL-L9410CDN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L9430CDN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
HL-L9470CDN,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,2.0
Home,26.49025,0.0,1.0,14.0,0.477,8.0,256.0,2,3.0
Home Hub,29.0,0.0,1.0,14.0,0.49,8.0,256.0,2,3.0
Home Mini,26.49025,0.0,1.0,14.0,0.173,8.0,256.0,2,3.0
HomePod,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HomePod (2nd generation),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HomePod mini,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
Horizon D11170,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
