Device_Name,Energy_Consumption_kWh,Recycled_Percentage,RoHS_Compliant,Screen_Size_Inch,Weight_Kg,RAM_GB,Storage_GB,CPU_Score,Eco_Score
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 840 23.8 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteOne 870 27 inch G9 All-in-One Desktop PCX,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 600 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 800 G9 Desktop PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP Elite SFF 805 G9 Desktop PC ENERGY STAR,26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
HP EliteStudio 8 All-in-One G1i 27 inch Desktop AI PC (ENERGY STAR),26.49025,0.0,1.0,14.0,1.5,8.0,256.0,2,3.0
